"dimDateID","dateCode","dateName","yearCode","yearName","halfyearCode","halfyearName","seasonCode","seasonName","monthCode","monthName","dayCode","dayName","weekCode","weekName","weekdayCode","weekdayName","yearweekCode","yearweekName","yeardayTB","yeardayHB","yearweekTB","yearweekHB","yearmonthTB","yearmonthHB","lunarCalendar"
"20110101","1/1/2011","2011年1月1日","2011","2011年","1","上半年","1","1季","1","01月","1","01日","1","第01周","6","星期六","201101","2011年01周","20100101","20101201",,,"201001","201012",
"20110102","2/1/2011","2011年1月2日","2011","2011年","1","上半年","1","1季","1","01月","2","02日","1","第01周","7","星期日","201101","2011年01周","20100102","20101202",,,"201001","201012",
"20110103","3/1/2011","2011年1月3日","2011","2011年","1","上半年","1","1季","1","01月","3","03日","2","第02周","1","星期一","201102","2011年02周","20100103","20101203",,,"201001","201012",
"20110104","4/1/2011","2011年1月4日","2011","2011年","1","上半年","1","1季","1","01月","4","04日","2","第02周","2","星期二","201102","2011年02周","20100104","20101204",,,"201001","201012",
"20110105","5/1/2011","2011年1月5日","2011","2011年","1","上半年","1","1季","1","01月","5","05日","2","第02周","3","星期三","201102","2011年02周","20100105","20101205",,,"201001","201012",
"20110106","6/1/2011","2011年1月6日","2011","2011年","1","上半年","1","1季","1","01月","6","06日","2","第02周","4","星期四","201102","2011年02周","20100106","20101206",,,"201001","201012",
"20110107","7/1/2011","2011年1月7日","2011","2011年","1","上半年","1","1季","1","01月","7","07日","2","第02周","5","星期五","201102","2011年02周","20100107","20101207",,,"201001","201012",
"20110108","8/1/2011","2011年1月8日","2011","2011年","1","上半年","1","1季","1","01月","8","08日","2","第02周","6","星期六","201102","2011年02周","20100108","20101208",,,"201001","201012",
"20110109","9/1/2011","2011年1月9日","2011","2011年","1","上半年","1","1季","1","01月","9","09日","2","第02周","7","星期日","201102","2011年02周","20100109","20101209",,,"201001","201012",
"20110110","10/1/2011","2011年1月10日","2011","2011年","1","上半年","1","1季","1","01月","10","10日","3","第03周","1","星期一","201103","2011年03周","20100110","20101210",,,"201001","201012",
"20110111","11/1/2011","2011年1月11日","2011","2011年","1","上半年","1","1季","1","01月","11","11日","3","第03周","2","星期二","201103","2011年03周","20100111","20101211",,,"201001","201012",
"20110112","12/1/2011","2011年1月12日","2011","2011年","1","上半年","1","1季","1","01月","12","12日","3","第03周","3","星期三","201103","2011年03周","20100112","20101212",,,"201001","201012",
"20110113","13/1/2011","2011年1月13日","2011","2011年","1","上半年","1","1季","1","01月","13","13日","3","第03周","4","星期四","201103","2011年03周","20100113","20101213",,,"201001","201012",
"20110114","14/1/2011","2011年1月14日","2011","2011年","1","上半年","1","1季","1","01月","14","14日","3","第03周","5","星期五","201103","2011年03周","20100114","20101214",,,"201001","201012",
"20110115","15/1/2011","2011年1月15日","2011","2011年","1","上半年","1","1季","1","01月","15","15日","3","第03周","6","星期六","201103","2011年03周","20100115","20101215",,,"201001","201012",
"20110116","16/1/2011","2011年1月16日","2011","2011年","1","上半年","1","1季","1","01月","16","16日","3","第03周","7","星期日","201103","2011年03周","20100116","20101216",,,"201001","201012",
"20110117","17/1/2011","2011年1月17日","2011","2011年","1","上半年","1","1季","1","01月","17","17日","4","第04周","1","星期一","201104","2011年04周","20100117","20101217",,,"201001","201012",
"20110118","18/1/2011","2011年1月18日","2011","2011年","1","上半年","1","1季","1","01月","18","18日","4","第04周","2","星期二","201104","2011年04周","20100118","20101218",,,"201001","201012",
"20110119","19/1/2011","2011年1月19日","2011","2011年","1","上半年","1","1季","1","01月","19","19日","4","第04周","3","星期三","201104","2011年04周","20100119","20101219",,,"201001","201012",
"20110120","20/1/2011","2011年1月20日","2011","2011年","1","上半年","1","1季","1","01月","20","20日","4","第04周","4","星期四","201104","2011年04周","20100120","20101220",,,"201001","201012",
"20110121","21/1/2011","2011年1月21日","2011","2011年","1","上半年","1","1季","1","01月","21","21日","4","第04周","5","星期五","201104","2011年04周","20100121","20101221",,,"201001","201012",
"20110122","22/1/2011","2011年1月22日","2011","2011年","1","上半年","1","1季","1","01月","22","22日","4","第04周","6","星期六","201104","2011年04周","20100122","20101222",,,"201001","201012",
"20110123","23/1/2011","2011年1月23日","2011","2011年","1","上半年","1","1季","1","01月","23","23日","4","第04周","7","星期日","201104","2011年04周","20100123","20101223",,,"201001","201012",
"20110124","24/1/2011","2011年1月24日","2011","2011年","1","上半年","1","1季","1","01月","24","24日","5","第05周","1","星期一","201105","2011年05周","20100124","20101224",,,"201001","201012",
"20110125","25/1/2011","2011年1月25日","2011","2011年","1","上半年","1","1季","1","01月","25","25日","5","第05周","2","星期二","201105","2011年05周","20100125","20101225",,,"201001","201012",
"20110126","26/1/2011","2011年1月26日","2011","2011年","1","上半年","1","1季","1","01月","26","26日","5","第05周","3","星期三","201105","2011年05周","20100126","20101226",,,"201001","201012",
"20110127","27/1/2011","2011年1月27日","2011","2011年","1","上半年","1","1季","1","01月","27","27日","5","第05周","4","星期四","201105","2011年05周","20100127","20101227",,,"201001","201012",
"20110128","28/1/2011","2011年1月28日","2011","2011年","1","上半年","1","1季","1","01月","28","28日","5","第05周","5","星期五","201105","2011年05周","20100128","20101228",,,"201001","201012",
"20110129","29/1/2011","2011年1月29日","2011","2011年","1","上半年","1","1季","1","01月","29","29日","5","第05周","6","星期六","201105","2011年05周","20100129","20101229",,,"201001","201012",
"20110130","30/1/2011","2011年1月30日","2011","2011年","1","上半年","1","1季","1","01月","30","30日","5","第05周","7","星期日","201105","2011年05周","20100130","20101230",,,"201001","201012",
"20110131","31/1/2011","2011年1月31日","2011","2011年","1","上半年","1","1季","1","01月","31","31日","6","第06周","1","星期一","201106","2011年06周","20100131","20101231",,,"201001","201012",
"20110201","1/2/2011","2011年2月1日","2011","2011年","1","上半年","1","1季","2","02月","1","01日","6","第06周","2","星期二","201106","2011年06周","20100201","20110101",,,"201002","201101",
"20110202","2/2/2011","2011年2月2日","2011","2011年","1","上半年","1","1季","2","02月","2","02日","6","第06周","3","星期三","201106","2011年06周","20100202","20110102",,,"201002","201101",
"20110203","3/2/2011","2011年2月3日","2011","2011年","1","上半年","1","1季","2","02月","3","03日","6","第06周","4","星期四","201106","2011年06周","20100203","20110103",,,"201002","201101",
"20110204","4/2/2011","2011年2月4日","2011","2011年","1","上半年","1","1季","2","02月","4","04日","6","第06周","5","星期五","201106","2011年06周","20100204","20110104",,,"201002","201101",
"20110205","5/2/2011","2011年2月5日","2011","2011年","1","上半年","1","1季","2","02月","5","05日","6","第06周","6","星期六","201106","2011年06周","20100205","20110105",,,"201002","201101",
"20110206","6/2/2011","2011年2月6日","2011","2011年","1","上半年","1","1季","2","02月","6","06日","6","第06周","7","星期日","201106","2011年06周","20100206","20110106",,,"201002","201101",
"20110207","7/2/2011","2011年2月7日","2011","2011年","1","上半年","1","1季","2","02月","7","07日","7","第07周","1","星期一","201107","2011年07周","20100207","20110107",,,"201002","201101",
"20110208","8/2/2011","2011年2月8日","2011","2011年","1","上半年","1","1季","2","02月","8","08日","7","第07周","2","星期二","201107","2011年07周","20100208","20110108",,,"201002","201101",
"20110209","9/2/2011","2011年2月9日","2011","2011年","1","上半年","1","1季","2","02月","9","09日","7","第07周","3","星期三","201107","2011年07周","20100209","20110109",,,"201002","201101",
"20110210","10/2/2011","2011年2月10日","2011","2011年","1","上半年","1","1季","2","02月","10","10日","7","第07周","4","星期四","201107","2011年07周","20100210","20110110",,,"201002","201101",
"20110211","11/2/2011","2011年2月11日","2011","2011年","1","上半年","1","1季","2","02月","11","11日","7","第07周","5","星期五","201107","2011年07周","20100211","20110111",,,"201002","201101",
"20110212","12/2/2011","2011年2月12日","2011","2011年","1","上半年","1","1季","2","02月","12","12日","7","第07周","6","星期六","201107","2011年07周","20100212","20110112",,,"201002","201101",
"20110213","13/2/2011","2011年2月13日","2011","2011年","1","上半年","1","1季","2","02月","13","13日","7","第07周","7","星期日","201107","2011年07周","20100213","20110113",,,"201002","201101",
"20110214","14/2/2011","2011年2月14日","2011","2011年","1","上半年","1","1季","2","02月","14","14日","8","第08周","1","星期一","201108","2011年08周","20100214","20110114",,,"201002","201101",
"20110215","15/2/2011","2011年2月15日","2011","2011年","1","上半年","1","1季","2","02月","15","15日","8","第08周","2","星期二","201108","2011年08周","20100215","20110115",,,"201002","201101",
"20110216","16/2/2011","2011年2月16日","2011","2011年","1","上半年","1","1季","2","02月","16","16日","8","第08周","3","星期三","201108","2011年08周","20100216","20110116",,,"201002","201101",
"20110217","17/2/2011","2011年2月17日","2011","2011年","1","上半年","1","1季","2","02月","17","17日","8","第08周","4","星期四","201108","2011年08周","20100217","20110117",,,"201002","201101",
"20110218","18/2/2011","2011年2月18日","2011","2011年","1","上半年","1","1季","2","02月","18","18日","8","第08周","5","星期五","201108","2011年08周","20100218","20110118",,,"201002","201101",
"20110219","19/2/2011","2011年2月19日","2011","2011年","1","上半年","1","1季","2","02月","19","19日","8","第08周","6","星期六","201108","2011年08周","20100219","20110119",,,"201002","201101",
"20110220","20/2/2011","2011年2月20日","2011","2011年","1","上半年","1","1季","2","02月","20","20日","8","第08周","7","星期日","201108","2011年08周","20100220","20110120",,,"201002","201101",
"20110221","21/2/2011","2011年2月21日","2011","2011年","1","上半年","1","1季","2","02月","21","21日","9","第09周","1","星期一","201109","2011年09周","20100221","20110121",,,"201002","201101",
"20110222","22/2/2011","2011年2月22日","2011","2011年","1","上半年","1","1季","2","02月","22","22日","9","第09周","2","星期二","201109","2011年09周","20100222","20110122",,,"201002","201101",
"20110223","23/2/2011","2011年2月23日","2011","2011年","1","上半年","1","1季","2","02月","23","23日","9","第09周","3","星期三","201109","2011年09周","20100223","20110123",,,"201002","201101",
"20110224","24/2/2011","2011年2月24日","2011","2011年","1","上半年","1","1季","2","02月","24","24日","9","第09周","4","星期四","201109","2011年09周","20100224","20110124",,,"201002","201101",
"20110225","25/2/2011","2011年2月25日","2011","2011年","1","上半年","1","1季","2","02月","25","25日","9","第09周","5","星期五","201109","2011年09周","20100225","20110125",,,"201002","201101",
"20110226","26/2/2011","2011年2月26日","2011","2011年","1","上半年","1","1季","2","02月","26","26日","9","第09周","6","星期六","201109","2011年09周","20100226","20110126",,,"201002","201101",
"20110227","27/2/2011","2011年2月27日","2011","2011年","1","上半年","1","1季","2","02月","27","27日","9","第09周","7","星期日","201109","2011年09周","20100227","20110127",,,"201002","201101",
"20110228","28/2/2011","2011年2月28日","2011","2011年","1","上半年","1","1季","2","02月","28","28日","10","第10周","1","星期一","201110","2011年10周","20100228","20110128",,,"201002","201101",
"20110301","1/3/2011","2011年3月1日","2011","2011年","1","上半年","1","1季","3","03月","1","01日","10","第10周","2","星期二","201110","2011年10周","20100301","20110201",,,"201003","201102",
"20110302","2/3/2011","2011年3月2日","2011","2011年","1","上半年","1","1季","3","03月","2","02日","10","第10周","3","星期三","201110","2011年10周","20100302","20110202",,,"201003","201102",
"20110303","3/3/2011","2011年3月3日","2011","2011年","1","上半年","1","1季","3","03月","3","03日","10","第10周","4","星期四","201110","2011年10周","20100303","20110203",,,"201003","201102",
"20110304","4/3/2011","2011年3月4日","2011","2011年","1","上半年","1","1季","3","03月","4","04日","10","第10周","5","星期五","201110","2011年10周","20100304","20110204",,,"201003","201102",
"20110305","5/3/2011","2011年3月5日","2011","2011年","1","上半年","1","1季","3","03月","5","05日","10","第10周","6","星期六","201110","2011年10周","20100305","20110205",,,"201003","201102",
"20110306","6/3/2011","2011年3月6日","2011","2011年","1","上半年","1","1季","3","03月","6","06日","10","第10周","7","星期日","201110","2011年10周","20100306","20110206",,,"201003","201102",
"20110307","7/3/2011","2011年3月7日","2011","2011年","1","上半年","1","1季","3","03月","7","07日","11","第11周","1","星期一","201111","2011年11周","20100307","20110207",,,"201003","201102",
"20110308","8/3/2011","2011年3月8日","2011","2011年","1","上半年","1","1季","3","03月","8","08日","11","第11周","2","星期二","201111","2011年11周","20100308","20110208",,,"201003","201102",
"20110309","9/3/2011","2011年3月9日","2011","2011年","1","上半年","1","1季","3","03月","9","09日","11","第11周","3","星期三","201111","2011年11周","20100309","20110209",,,"201003","201102",
"20110310","10/3/2011","2011年3月10日","2011","2011年","1","上半年","1","1季","3","03月","10","10日","11","第11周","4","星期四","201111","2011年11周","20100310","20110210",,,"201003","201102",
"20110311","11/3/2011","2011年3月11日","2011","2011年","1","上半年","1","1季","3","03月","11","11日","11","第11周","5","星期五","201111","2011年11周","20100311","20110211",,,"201003","201102",
"20110312","12/3/2011","2011年3月12日","2011","2011年","1","上半年","1","1季","3","03月","12","12日","11","第11周","6","星期六","201111","2011年11周","20100312","20110212",,,"201003","201102",
"20110313","13/3/2011","2011年3月13日","2011","2011年","1","上半年","1","1季","3","03月","13","13日","11","第11周","7","星期日","201111","2011年11周","20100313","20110213",,,"201003","201102",
"20110314","14/3/2011","2011年3月14日","2011","2011年","1","上半年","1","1季","3","03月","14","14日","12","第12周","1","星期一","201112","2011年12周","20100314","20110214",,,"201003","201102",
"20110315","15/3/2011","2011年3月15日","2011","2011年","1","上半年","1","1季","3","03月","15","15日","12","第12周","2","星期二","201112","2011年12周","20100315","20110215",,,"201003","201102",
"20110316","16/3/2011","2011年3月16日","2011","2011年","1","上半年","1","1季","3","03月","16","16日","12","第12周","3","星期三","201112","2011年12周","20100316","20110216",,,"201003","201102",
"20110317","17/3/2011","2011年3月17日","2011","2011年","1","上半年","1","1季","3","03月","17","17日","12","第12周","4","星期四","201112","2011年12周","20100317","20110217",,,"201003","201102",
"20110318","18/3/2011","2011年3月18日","2011","2011年","1","上半年","1","1季","3","03月","18","18日","12","第12周","5","星期五","201112","2011年12周","20100318","20110218",,,"201003","201102",
"20110319","19/3/2011","2011年3月19日","2011","2011年","1","上半年","1","1季","3","03月","19","19日","12","第12周","6","星期六","201112","2011年12周","20100319","20110219",,,"201003","201102",
"20110320","20/3/2011","2011年3月20日","2011","2011年","1","上半年","1","1季","3","03月","20","20日","12","第12周","7","星期日","201112","2011年12周","20100320","20110220",,,"201003","201102",
"20110321","21/3/2011","2011年3月21日","2011","2011年","1","上半年","1","1季","3","03月","21","21日","13","第13周","1","星期一","201113","2011年13周","20100321","20110221",,,"201003","201102",
"20110322","22/3/2011","2011年3月22日","2011","2011年","1","上半年","1","1季","3","03月","22","22日","13","第13周","2","星期二","201113","2011年13周","20100322","20110222",,,"201003","201102",
"20110323","23/3/2011","2011年3月23日","2011","2011年","1","上半年","1","1季","3","03月","23","23日","13","第13周","3","星期三","201113","2011年13周","20100323","20110223",,,"201003","201102",
"20110324","24/3/2011","2011年3月24日","2011","2011年","1","上半年","1","1季","3","03月","24","24日","13","第13周","4","星期四","201113","2011年13周","20100324","20110224",,,"201003","201102",
"20110325","25/3/2011","2011年3月25日","2011","2011年","1","上半年","1","1季","3","03月","25","25日","13","第13周","5","星期五","201113","2011年13周","20100325","20110225",,,"201003","201102",
"20110326","26/3/2011","2011年3月26日","2011","2011年","1","上半年","1","1季","3","03月","26","26日","13","第13周","6","星期六","201113","2011年13周","20100326","20110226",,,"201003","201102",
"20110327","27/3/2011","2011年3月27日","2011","2011年","1","上半年","1","1季","3","03月","27","27日","13","第13周","7","星期日","201113","2011年13周","20100327","20110227",,,"201003","201102",
"20110328","28/3/2011","2011年3月28日","2011","2011年","1","上半年","1","1季","3","03月","28","28日","14","第14周","1","星期一","201114","2011年14周","20100328","20110228",,,"201003","201102",
"20110329","29/3/2011","2011年3月29日","2011","2011年","1","上半年","1","1季","3","03月","29","29日","14","第14周","2","星期二","201114","2011年14周","20100329","20110228",,,"201003","201102",
"20110330","30/3/2011","2011年3月30日","2011","2011年","1","上半年","1","1季","3","03月","30","30日","14","第14周","3","星期三","201114","2011年14周","20100330","20110228",,,"201003","201102",
"20110331","31/3/2011","2011年3月31日","2011","2011年","1","上半年","1","1季","3","03月","31","31日","14","第14周","4","星期四","201114","2011年14周","20100331","20110228",,,"201003","201102",
"20110401","1/4/2011","2011年4月1日","2011","2011年","1","上半年","2","2季","4","04月","1","01日","14","第14周","5","星期五","201114","2011年14周","20100401","20110301",,,"201004","201103",
"20110402","2/4/2011","2011年4月2日","2011","2011年","1","上半年","2","2季","4","04月","2","02日","14","第14周","6","星期六","201114","2011年14周","20100402","20110302",,,"201004","201103",
"20110403","3/4/2011","2011年4月3日","2011","2011年","1","上半年","2","2季","4","04月","3","03日","14","第14周","7","星期日","201114","2011年14周","20100403","20110303",,,"201004","201103",
"20110404","4/4/2011","2011年4月4日","2011","2011年","1","上半年","2","2季","4","04月","4","04日","15","第15周","1","星期一","201115","2011年15周","20100404","20110304",,,"201004","201103",
"20110405","5/4/2011","2011年4月5日","2011","2011年","1","上半年","2","2季","4","04月","5","05日","15","第15周","2","星期二","201115","2011年15周","20100405","20110305",,,"201004","201103",
"20110406","6/4/2011","2011年4月6日","2011","2011年","1","上半年","2","2季","4","04月","6","06日","15","第15周","3","星期三","201115","2011年15周","20100406","20110306",,,"201004","201103",
"20110407","7/4/2011","2011年4月7日","2011","2011年","1","上半年","2","2季","4","04月","7","07日","15","第15周","4","星期四","201115","2011年15周","20100407","20110307",,,"201004","201103",
"20110408","8/4/2011","2011年4月8日","2011","2011年","1","上半年","2","2季","4","04月","8","08日","15","第15周","5","星期五","201115","2011年15周","20100408","20110308",,,"201004","201103",
"20110409","9/4/2011","2011年4月9日","2011","2011年","1","上半年","2","2季","4","04月","9","09日","15","第15周","6","星期六","201115","2011年15周","20100409","20110309",,,"201004","201103",
"20110410","10/4/2011","2011年4月10日","2011","2011年","1","上半年","2","2季","4","04月","10","10日","15","第15周","7","星期日","201115","2011年15周","20100410","20110310",,,"201004","201103",
"20110411","11/4/2011","2011年4月11日","2011","2011年","1","上半年","2","2季","4","04月","11","11日","16","第16周","1","星期一","201116","2011年16周","20100411","20110311",,,"201004","201103",
"20110412","12/4/2011","2011年4月12日","2011","2011年","1","上半年","2","2季","4","04月","12","12日","16","第16周","2","星期二","201116","2011年16周","20100412","20110312",,,"201004","201103",
"20110413","13/4/2011","2011年4月13日","2011","2011年","1","上半年","2","2季","4","04月","13","13日","16","第16周","3","星期三","201116","2011年16周","20100413","20110313",,,"201004","201103",
"20110414","14/4/2011","2011年4月14日","2011","2011年","1","上半年","2","2季","4","04月","14","14日","16","第16周","4","星期四","201116","2011年16周","20100414","20110314",,,"201004","201103",
"20110415","15/4/2011","2011年4月15日","2011","2011年","1","上半年","2","2季","4","04月","15","15日","16","第16周","5","星期五","201116","2011年16周","20100415","20110315",,,"201004","201103",
"20110416","16/4/2011","2011年4月16日","2011","2011年","1","上半年","2","2季","4","04月","16","16日","16","第16周","6","星期六","201116","2011年16周","20100416","20110316",,,"201004","201103",
"20110417","17/4/2011","2011年4月17日","2011","2011年","1","上半年","2","2季","4","04月","17","17日","16","第16周","7","星期日","201116","2011年16周","20100417","20110317",,,"201004","201103",
"20110418","18/4/2011","2011年4月18日","2011","2011年","1","上半年","2","2季","4","04月","18","18日","17","第17周","1","星期一","201117","2011年17周","20100418","20110318",,,"201004","201103",
"20110419","19/4/2011","2011年4月19日","2011","2011年","1","上半年","2","2季","4","04月","19","19日","17","第17周","2","星期二","201117","2011年17周","20100419","20110319",,,"201004","201103",
"20110420","20/4/2011","2011年4月20日","2011","2011年","1","上半年","2","2季","4","04月","20","20日","17","第17周","3","星期三","201117","2011年17周","20100420","20110320",,,"201004","201103",
"20110421","21/4/2011","2011年4月21日","2011","2011年","1","上半年","2","2季","4","04月","21","21日","17","第17周","4","星期四","201117","2011年17周","20100421","20110321",,,"201004","201103",
"20110422","22/4/2011","2011年4月22日","2011","2011年","1","上半年","2","2季","4","04月","22","22日","17","第17周","5","星期五","201117","2011年17周","20100422","20110322",,,"201004","201103",
"20110423","23/4/2011","2011年4月23日","2011","2011年","1","上半年","2","2季","4","04月","23","23日","17","第17周","6","星期六","201117","2011年17周","20100423","20110323",,,"201004","201103",
"20110424","24/4/2011","2011年4月24日","2011","2011年","1","上半年","2","2季","4","04月","24","24日","17","第17周","7","星期日","201117","2011年17周","20100424","20110324",,,"201004","201103",
"20110425","25/4/2011","2011年4月25日","2011","2011年","1","上半年","2","2季","4","04月","25","25日","18","第18周","1","星期一","201118","2011年18周","20100425","20110325",,,"201004","201103",
"20110426","26/4/2011","2011年4月26日","2011","2011年","1","上半年","2","2季","4","04月","26","26日","18","第18周","2","星期二","201118","2011年18周","20100426","20110326",,,"201004","201103",
"20110427","27/4/2011","2011年4月27日","2011","2011年","1","上半年","2","2季","4","04月","27","27日","18","第18周","3","星期三","201118","2011年18周","20100427","20110327",,,"201004","201103",
"20110428","28/4/2011","2011年4月28日","2011","2011年","1","上半年","2","2季","4","04月","28","28日","18","第18周","4","星期四","201118","2011年18周","20100428","20110328",,,"201004","201103",
"20110429","29/4/2011","2011年4月29日","2011","2011年","1","上半年","2","2季","4","04月","29","29日","18","第18周","5","星期五","201118","2011年18周","20100429","20110329",,,"201004","201103",
"20110430","30/4/2011","2011年4月30日","2011","2011年","1","上半年","2","2季","4","04月","30","30日","18","第18周","6","星期六","201118","2011年18周","20100430","20110330",,,"201004","201103",
"20110501","1/5/2011","2011年5月1日","2011","2011年","1","上半年","2","2季","5","05月","1","01日","18","第18周","7","星期日","201118","2011年18周","20100501","20110401",,,"201005","201104",
"20110502","2/5/2011","2011年5月2日","2011","2011年","1","上半年","2","2季","5","05月","2","02日","19","第19周","1","星期一","201119","2011年19周","20100502","20110402",,,"201005","201104",
"20110503","3/5/2011","2011年5月3日","2011","2011年","1","上半年","2","2季","5","05月","3","03日","19","第19周","2","星期二","201119","2011年19周","20100503","20110403",,,"201005","201104",
"20110504","4/5/2011","2011年5月4日","2011","2011年","1","上半年","2","2季","5","05月","4","04日","19","第19周","3","星期三","201119","2011年19周","20100504","20110404",,,"201005","201104",
"20110505","5/5/2011","2011年5月5日","2011","2011年","1","上半年","2","2季","5","05月","5","05日","19","第19周","4","星期四","201119","2011年19周","20100505","20110405",,,"201005","201104",
"20110506","6/5/2011","2011年5月6日","2011","2011年","1","上半年","2","2季","5","05月","6","06日","19","第19周","5","星期五","201119","2011年19周","20100506","20110406",,,"201005","201104",
"20110507","7/5/2011","2011年5月7日","2011","2011年","1","上半年","2","2季","5","05月","7","07日","19","第19周","6","星期六","201119","2011年19周","20100507","20110407",,,"201005","201104",
"20110508","8/5/2011","2011年5月8日","2011","2011年","1","上半年","2","2季","5","05月","8","08日","19","第19周","7","星期日","201119","2011年19周","20100508","20110408",,,"201005","201104",
"20110509","9/5/2011","2011年5月9日","2011","2011年","1","上半年","2","2季","5","05月","9","09日","20","第20周","1","星期一","201120","2011年20周","20100509","20110409",,,"201005","201104",
"20110510","10/5/2011","2011年5月10日","2011","2011年","1","上半年","2","2季","5","05月","10","10日","20","第20周","2","星期二","201120","2011年20周","20100510","20110410",,,"201005","201104",
"20110511","11/5/2011","2011年5月11日","2011","2011年","1","上半年","2","2季","5","05月","11","11日","20","第20周","3","星期三","201120","2011年20周","20100511","20110411",,,"201005","201104",
"20110512","12/5/2011","2011年5月12日","2011","2011年","1","上半年","2","2季","5","05月","12","12日","20","第20周","4","星期四","201120","2011年20周","20100512","20110412",,,"201005","201104",
"20110513","13/5/2011","2011年5月13日","2011","2011年","1","上半年","2","2季","5","05月","13","13日","20","第20周","5","星期五","201120","2011年20周","20100513","20110413",,,"201005","201104",
"20110514","14/5/2011","2011年5月14日","2011","2011年","1","上半年","2","2季","5","05月","14","14日","20","第20周","6","星期六","201120","2011年20周","20100514","20110414",,,"201005","201104",
"20110515","15/5/2011","2011年5月15日","2011","2011年","1","上半年","2","2季","5","05月","15","15日","20","第20周","7","星期日","201120","2011年20周","20100515","20110415",,,"201005","201104",
"20110516","16/5/2011","2011年5月16日","2011","2011年","1","上半年","2","2季","5","05月","16","16日","21","第21周","1","星期一","201121","2011年21周","20100516","20110416",,,"201005","201104",
"20110517","17/5/2011","2011年5月17日","2011","2011年","1","上半年","2","2季","5","05月","17","17日","21","第21周","2","星期二","201121","2011年21周","20100517","20110417",,,"201005","201104",
"20110518","18/5/2011","2011年5月18日","2011","2011年","1","上半年","2","2季","5","05月","18","18日","21","第21周","3","星期三","201121","2011年21周","20100518","20110418",,,"201005","201104",
"20110519","19/5/2011","2011年5月19日","2011","2011年","1","上半年","2","2季","5","05月","19","19日","21","第21周","4","星期四","201121","2011年21周","20100519","20110419",,,"201005","201104",
"20110520","20/5/2011","2011年5月20日","2011","2011年","1","上半年","2","2季","5","05月","20","20日","21","第21周","5","星期五","201121","2011年21周","20100520","20110420",,,"201005","201104",
"20110521","21/5/2011","2011年5月21日","2011","2011年","1","上半年","2","2季","5","05月","21","21日","21","第21周","6","星期六","201121","2011年21周","20100521","20110421",,,"201005","201104",
"20110522","22/5/2011","2011年5月22日","2011","2011年","1","上半年","2","2季","5","05月","22","22日","21","第21周","7","星期日","201121","2011年21周","20100522","20110422",,,"201005","201104",
"20110523","23/5/2011","2011年5月23日","2011","2011年","1","上半年","2","2季","5","05月","23","23日","22","第22周","1","星期一","201122","2011年22周","20100523","20110423",,,"201005","201104",
"20110524","24/5/2011","2011年5月24日","2011","2011年","1","上半年","2","2季","5","05月","24","24日","22","第22周","2","星期二","201122","2011年22周","20100524","20110424",,,"201005","201104",
"20110525","25/5/2011","2011年5月25日","2011","2011年","1","上半年","2","2季","5","05月","25","25日","22","第22周","3","星期三","201122","2011年22周","20100525","20110425",,,"201005","201104",
"20110526","26/5/2011","2011年5月26日","2011","2011年","1","上半年","2","2季","5","05月","26","26日","22","第22周","4","星期四","201122","2011年22周","20100526","20110426",,,"201005","201104",
"20110527","27/5/2011","2011年5月27日","2011","2011年","1","上半年","2","2季","5","05月","27","27日","22","第22周","5","星期五","201122","2011年22周","20100527","20110427",,,"201005","201104",
"20110528","28/5/2011","2011年5月28日","2011","2011年","1","上半年","2","2季","5","05月","28","28日","22","第22周","6","星期六","201122","2011年22周","20100528","20110428",,,"201005","201104",
"20110529","29/5/2011","2011年5月29日","2011","2011年","1","上半年","2","2季","5","05月","29","29日","22","第22周","7","星期日","201122","2011年22周","20100529","20110429",,,"201005","201104",
"20110530","30/5/2011","2011年5月30日","2011","2011年","1","上半年","2","2季","5","05月","30","30日","23","第23周","1","星期一","201123","2011年23周","20100530","20110430",,,"201005","201104",
"20110531","31/5/2011","2011年5月31日","2011","2011年","1","上半年","2","2季","5","05月","31","31日","23","第23周","2","星期二","201123","2011年23周","20100531","20110430",,,"201005","201104",
"20110601","1/6/2011","2011年6月1日","2011","2011年","1","上半年","2","2季","6","06月","1","01日","23","第23周","3","星期三","201123","2011年23周","20100601","20110501",,,"201006","201105",
"20110602","2/6/2011","2011年6月2日","2011","2011年","1","上半年","2","2季","6","06月","2","02日","23","第23周","4","星期四","201123","2011年23周","20100602","20110502",,,"201006","201105",
"20110603","3/6/2011","2011年6月3日","2011","2011年","1","上半年","2","2季","6","06月","3","03日","23","第23周","5","星期五","201123","2011年23周","20100603","20110503",,,"201006","201105",
"20110604","4/6/2011","2011年6月4日","2011","2011年","1","上半年","2","2季","6","06月","4","04日","23","第23周","6","星期六","201123","2011年23周","20100604","20110504",,,"201006","201105",
"20110605","5/6/2011","2011年6月5日","2011","2011年","1","上半年","2","2季","6","06月","5","05日","23","第23周","7","星期日","201123","2011年23周","20100605","20110505",,,"201006","201105",
"20110606","6/6/2011","2011年6月6日","2011","2011年","1","上半年","2","2季","6","06月","6","06日","24","第24周","1","星期一","201124","2011年24周","20100606","20110506",,,"201006","201105",
"20110607","7/6/2011","2011年6月7日","2011","2011年","1","上半年","2","2季","6","06月","7","07日","24","第24周","2","星期二","201124","2011年24周","20100607","20110507",,,"201006","201105",
"20110608","8/6/2011","2011年6月8日","2011","2011年","1","上半年","2","2季","6","06月","8","08日","24","第24周","3","星期三","201124","2011年24周","20100608","20110508",,,"201006","201105",
