"categoryID1","categoryName1","categoryID2","categoryName2","categoryID3","categoryName3","categoryID4","categoryName4"
"30","饼干","32","糖果巧克力","2","巧克力","5","袋装纯巧克力"
"30","饼干","32","糖果巧克力","2","巧克力","7","袋装花色巧克力"
"30","饼干","32","糖果巧克力","2","巧克力","8","糖果巧克力"
"30","饼干","32","糖果巧克力","2","巧克力","10","巧克力豆"
"30","饼干","32","糖果巧克力","2","巧克力","11","大包装巧克力"
"30","饼干","32","糖果巧克力","2","巧克力","12","其他巧克力"
"30","饼干","32","糖果巧克力","3","散装糖果、巧克力","1","散装糖果"
"30","饼干","32","糖果巧克力","3","散装糖果、巧克力","2","散装巧克力"
"30","饼干","33","休闲食品","1","炒货","1","炒货礼盒"
"30","饼干","33","休闲食品","1","炒货","2","西瓜子"
"30","饼干","33","休闲食品","1","炒货","3","葵瓜子"
"30","饼干","33","休闲食品","1","炒货","4","南瓜子"
"30","饼干","33","休闲食品","1","炒货","5","其他瓜子"
"30","饼干","33","休闲食品","1","炒货","6","花生"
"30","饼干","33","休闲食品","1","炒货","7","花生米"
"30","饼干","33","休闲食品","1","炒货","8","核桃"
"30","饼干","33","休闲食品","1","炒货","9","豆子"
"30","饼干","33","休闲食品","1","炒货","10","松子"
"30","饼干","33","休闲食品","1","炒货","11","开心果"
"30","饼干","33","休闲食品","1","炒货","12","其他炒货"
"30","饼干","33","休闲食品","1","炒货","13","大包装炒货"
"30","饼干","33","休闲食品","2","凉果、蜜饯","2","梅"
"30","饼干","33","休闲食品","2","凉果、蜜饯","3","榄"
"30","饼干","33","休闲食品","2","凉果、蜜饯","4","山楂"
"30","饼干","33","休闲食品","2","凉果、蜜饯","5","桃"
"30","饼干","33","休闲食品","2","凉果、蜜饯","6","李"
"30","饼干","33","休闲食品","2","凉果、蜜饯","8","葡萄"
"30","饼干","33","休闲食品","2","凉果、蜜饯","10","其他凉果"
"30","饼干","33","休闲食品","2","凉果、蜜饯","11","袋装蜜饯"
"30","饼干","33","休闲食品","3","果冻","1","果冻礼盒"
"30","饼干","33","休闲食品","3","果冻","2","普通果冻"
"30","饼干","33","休闲食品","3","果冻","3","果冻条"
"30","饼干","33","休闲食品","3","果冻","4","其他果冻"
"30","饼干","33","休闲食品","3","果冻","5","果爽"
"30","饼干","33","休闲食品","3","果冻","6","布丁"
"30","饼干","33","休闲食品","3","果冻","7","大包装果冻"
"30","饼干","33","休闲食品","4","膨化食品","1","膨化礼盒"
"30","饼干","33","休闲食品","4","膨化食品","2","薯片（条）"
"30","饼干","33","休闲食品","4","膨化食品","3","膨化米制品"
"30","饼干","33","休闲食品","4","膨化食品","4","膨化豆制品"
